,your_best(red)
,<Average Winning Rate>
your_base1,1.0
your_base2,1.0
your_base3,0.8
baseline,0.8
Num_Win,4.0
Avg_Winning_Rate,0.8999999999999999
,<Average Scores>
your_base1,7.0
your_base2,6.1
your_base3,4.2
baesline,5.9
Avg_Score,5.800000000000001
